loanee_id,name,age,gender,amount_borrowed,date_borrowed,expected_repayment_date,date_repaid,amount_to_be_repaid,employment_status,income,credit_score,loan_purpose,loan_type,interest_rate,loan_term,address,city,state,zip_code,country,email,phone_number,marital_status,dependents,education_level,employer,job_title,years_employed
1282,Ryan Smith,26,Female,59018.21,2023-08-21,2026-12-18,"2026-12-186 days, 0:00:00",68461.125,Self-employed,88644.14,592,Home,Unsecured,0.16,33,"99074 Alexandra Prairie, Codystad, TX 96159",South Scott,AR,49457,USA,spencerthomas@example.org,+1-272-323-3592x80127,Single,2,High School,Maxwell-Small,Electronics engineer,9
1283,David Fernandez,46,Male,7838.47,2024-03-15,2029-03-07,"2029-03-07-20 days, 0:00:00",9327.779,Unemployed,65081.13,745,Business,Secured,0.19,60,"5302 Christina Islands, Staceyburgh, AZ 46900",West Monique,OR,10677,USA,nathanmartinez@example.net,(565)484-9206x7653,Widowed,4,High School,"Chaney, Bean and Elliott",Community pharmacist,11
1284,Jason Huang,39,Male,96679.7,2023-04-11,2028-08-09,"2028-08-09-18 days, 0:00:00",110214.86,Employed,29329.29,737,Home,Unsecured,0.14,53,"2186 Duke Rapids, Garychester, MN 51231",New Michael,OK,08853,USA,melissa24@example.org,+1-211-960-7706x859,Married,2,Doctorate,Blanchard-Singleton,Probation officer,5
1285,Katherine Gaines,58,Male,2008.86,2023-06-09,2026-03-23,"2026-03-23-8 days, 0:00:00",2270.0117,Unemployed,69420.15,600,Personal,Unsecured,0.13,24,"2985 Denise Burgs Apt. 960, West Wendyhaven, TX 35887",Markside,SD,96983,USA,kray@example.org,(384)407-5809x829,Divorced,2,High School,Tran Group,"Psychologist, occupational",3
1286,Amy Lucas,41,Female,5840.02,2023-10-14,2027-07-16,,6774.4233,Employed,20824.78,529,Education,Unsecured,0.16,40,"2124 Cameron Springs, East Douglas, AS 85946",Douglasport,KS,05493,USA,josephmaynard@example.org,6883562386,Single,5,Master,Newton LLC,Insurance broker,5
1287,Philip Roman,49,Female,92375.28,2024-02-28,2029-01-06,,110850.336,Employed,85315.5,590,Education,Unsecured,0.2,58,"96517 Kathleen Way Suite 079, Port Johnstad, VA 07665",South Lorimouth,UT,33267,USA,taylorchristopher@example.com,7567300136,Widowed,4,Master,"Hernandez, Marquez and Herrera",Local government officer,12
1288,Antonio Jacobs,39,Female,5392.82,2023-06-24,2026-04-22,"2026-04-227 days, 0:00:00",5986.0303,Unemployed,74367.33,734,Business,Secured,0.11,25,"Unit 5957 Box 9438, DPO AP 64617",Smithstad,MO,92765,USA,hunterkatherine@example.net,342-436-5502x1491,Divorced,1,High School,Summers Inc,Agricultural engineer,16
1289,Robert Sweeney,35,Female,5192.62,2023-04-28,2027-06-16,,5919.587,Employed,51701.92,687,Home,Secured,0.14,39,"357 Conway Mountains Apt. 230, Davismouth, AR 50811",Kimberlyport,GA,59435,USA,teresaday@example.org,+1-275-515-5220,Single,2,High School,Morton-Love,Horticultural consultant,15
1290,Sandra Bell,26,Male,83989.95,2023-06-11,2027-02-16,"2027-02-1628 days, 0:00:00",93228.84,Self-employed,76378.62,607,Home,Unsecured,0.11,35,"5443 Mejia Wells, Jodimouth, DE 54018",South Kaylafurt,AZ,84761,USA,hallmarie@example.com,582.636.9941x44070,Married,5,Doctorate,Murillo and Sons,Microbiologist,3
1291,Anna Austin,46,Female,35995.67,2023-04-03,2025-11-23,"2025-11-2316 days, 0:00:00",39595.24,Self-employed,77417.46,617,Home,Unsecured,0.1,20,"656 Tonya Square Suite 390, Currymouth, HI 19456",Christopherfurt,NV,08922,USA,nataliewatson@example.com,001-320-849-2652x6444,Single,2,Bachelor,Hernandez-Anderson,Advertising account planner,14
1292,Mr. Craig Melendez,64,Female,6964.71,2023-04-26,2028-08-09,"2028-08-097 days, 0:00:00",8357.652,Self-employed,28145.07,598,Personal,Unsecured,0.2,53,"1050 Brandon Lights, Robinsonshire, KS 31130",Nicholsonfort,MI,62748,USA,jennifer71@example.org,(703)896-4144x39179,Divorced,1,Doctorate,Parrish-Morris,Museum education officer,3
1293,Dr. Kathy Cole,29,Male,90068.64,2023-10-22,2027-07-16,,108082.37,Unemployed,20590.34,578,Home,Unsecured,0.2,40,"81354 Nancy Bridge Apt. 211, New Russellburgh, RI 14069",Erikberg,TX,79278,USA,ybennett@example.net,001-233-555-7509x217,Single,2,Master,Moore Ltd,Personal assistant,16
1294,Gregory Campos,53,Male,87582.03,2023-08-16,2026-06-21,"2026-06-21-24 days, 0:00:00",102470.98,Unemployed,20616.98,766,Business,Secured,0.17,27,"0450 Michelle Brooks Suite 546, Jeffreymouth, IN 73152",Houstonfort,TX,55771,USA,drewcarey@example.net,+1-870-893-9891,Widowed,5,High School,"Hansen, Collins and Williams",Furniture designer,0
1295,Terry Whitehead,36,Female,94212.21,2023-05-22,2027-06-16,"2027-06-16-19 days, 0:00:00",105517.67,Employed,98146.96,564,Personal,Secured,0.12,39,"851 Melissa River, Jasonchester, IL 32587",Stevenstad,NV,70069,USA,perezjason@example.org,9947587795,Widowed,3,Doctorate,Chase Inc,"Optician, dispensing",11
1296,Michelle Sullivan,50,Female,55581.16,2023-06-06,2026-03-23,"2026-03-23-21 days, 0:00:00",64474.145,Unemployed,76805.7,612,Home,Secured,0.16,24,"03290 Emily Squares, Michellefort, OR 63813",North Cynthia,PW,95701,USA,kennethbrady@example.org,001-991-980-3003x0138,Single,5,Master,"Mendoza, White and Johnson",Restaurant manager,5
1297,Danny Mcdonald,52,Male,17416.89,2023-08-19,2028-03-12,"2028-03-12-24 days, 0:00:00",20203.592,Employed,84532.43,757,Business,Unsecured,0.16,48,"PSC 5233, Box 0656, APO AE 87505",New Margaret,AK,54319,USA,melissa25@example.net,7362205045,Widowed,4,Doctorate,"Davidson, Glenn and Chambers",Chartered certified accountant,19
1298,Nathan Charles,29,Female,30270.55,2023-07-07,2026-01-22,,36324.66,Self-employed,95108.54,505,Business,Unsecured,0.2,22,"509 Matthew Pike, Lake Lisaland, SD 88195",New Timothy,VI,12758,USA,lalexander@example.com,001-290-722-2211x688,Married,2,Bachelor,Allen Ltd,Police officer,12
1299,Denise Barrera,29,Male,61492.67,2023-05-27,2027-05-17,"2027-05-1723 days, 0:00:00",71946.42,Self-employed,56558.43,637,Home,Unsecured,0.17,38,"USNS Smith, FPO AP 41536",Lisaberg,AR,30468,USA,rrodriguez@example.org,830.942.9145x583,Single,2,Master,Hernandez-Webster,"Designer, textile",6
1300,Christopher Bradley,62,Female,10776.79,2023-04-04,2026-06-21,"2026-06-2128 days, 0:00:00",12716.612,Employed,62683.89,619,Personal,Secured,0.18,27,"8055 Sonia Street, North Joshua, SC 33316",Caitlinmouth,WI,22397,USA,julian44@example.com,2614129621,Widowed,3,Doctorate,"Scott, Rosales and Kelly","Producer, television/film/video",4
1301,Sarah Mooney,21,Male,56221.41,2023-06-19,2028-08-09,"2028-08-09-4 days, 0:00:00",63530.19,Employed,89826.85,756,Personal,Unsecured,0.13,53,"492 Jones Spurs Apt. 118, Williamsstad, CT 41270",Port Patriciachester,AR,23655,USA,rsoto@example.com,6625611971,Married,5,Bachelor,Gibbs PLC,"Engineer, technical sales",11
1302,Michelle Foster,39,Male,79955.07,2024-03-22,2026-12-18,,95146.53,Self-employed,74424.78,635,Personal,Secured,0.19,33,"PSC 9535, Box 7033, APO AA 15839",Port Lisa,MD,15040,USA,burtonwanda@example.com,+1-286-406-9611,Single,0,Bachelor,Schmitt-Rivera,Museum/gallery exhibitions officer,7
1303,Richard Davis,55,Male,65240.72,2024-02-18,2029-01-06,"2029-01-06-9 days, 0:00:00",71764.79,Self-employed,41100.27,578,Home,Secured,0.1,58,"4025 Alex Spring Apt. 030, Port Coryland, ND 13049",Lake Tiffanyton,OH,00768,USA,ecox@example.net,(946)788-8596,Single,1,Master,Mccoy and Sons,Archivist,0
1304,Sandra Gregory,31,Male,22560.21,2023-05-04,2025-12-23,,26621.047,Self-employed,65040.37,764,Business,Secured,0.18,21,"41027 Evelyn Street, West Courtneytown, OH 97201",Moorefort,GA,09683,USA,ellenpatton@example.net,+1-481-346-8015,Single,5,High School,Pham-Reyes,"Engineer, civil (consulting)",9
1305,Robert Phillips,50,Female,4637.52,2024-03-19,2026-03-23,,5379.5234,Unemployed,35650.99,560,Education,Secured,0.16,24,"41579 Matthew Heights, Port Keith, TN 76912",East Josephtown,NY,33272,USA,steve99@example.net,406-412-5144,Married,5,Bachelor,"Sexton, Ryan and Hampton",Database administrator,18
1352,Emily Mann,39,Male,94243.66,2023-05-18,2025-05-27,"2025-05-27-25 days, 0:00:00",105552.9,Employed,97717.47,555,Personal,Unsecured,0.12,14,"382 Leonard Path, Port Alexanderton, AK 70557",North Manuel,MO,32488,USA,hedwards@example.net,(978)742-0291x342,Widowed,0,Doctorate,"Logan, Gray and Buchanan",Publishing rights manager,19
1306,Jason Ellis,53,Male,45586.36,2023-07-15,2025-09-24,"2025-09-2419 days, 0:00:00",51056.723,Self-employed,40588.36,677,Business,Unsecured,0.12,18,"49673 Danielle Stravenue Suite 687, Thompsonville, NJ 45275",Katherinetown,MH,57742,USA,kleinderek@example.net,244.633.5541x2083,Divorced,2,Doctorate,"Macdonald, Diaz and Hoffman",Hydrologist,16
1307,Donna Conley,49,Female,81145.66,2023-10-18,2026-06-21,"2026-06-2113 days, 0:00:00",94128.97,Self-employed,32729.88,575,Personal,Secured,0.16,27,"54301 Watkins Drives, East Amber, HI 27114",Patrickfort,LA,59425,USA,jillianchavez@example.com,3576877155,Married,1,High School,Cherry Ltd,Financial controller,3
1308,Jesse Reyes,57,Female,89527.37,2023-09-19,2028-09-08,,104747.02,Self-employed,35765.74,749,Business,Unsecured,0.17,54,"757 Kenneth Fort, East Johnborough, MS 78665",Johnsonfurt,HI,13198,USA,kathleen43@example.org,7954139595,Widowed,3,Master,"Jones, Pham and Carney","Teacher, English as a foreign language",15
1309,Jared White,59,Male,60719.07,2023-11-09,2027-09-14,"2027-09-14-6 days, 0:00:00",69826.93,Employed,84983.65,699,Personal,Unsecured,0.15,42,"9231 Lynn Knoll, East Christopherberg, FL 13919",Jenniferbury,NY,30571,USA,roger07@example.net,001-551-377-6004,Divorced,1,Doctorate,"Cross, Hill and Robinson",Fine artist,7
1310,Tammy Mathis,25,Female,79584.16,2023-05-20,2027-02-16,"2027-02-16-2 days, 0:00:00",90725.945,Self-employed,66335.39,631,Personal,Secured,0.14,35,"811 Paul Extensions, Lowerybury, KY 69090",North Ronald,NM,89470,USA,joshua08@example.org,648.231.0381x46293,Married,4,Doctorate,Carroll Ltd,Insurance underwriter,0
1311,Christian Pruitt,23,Male,48593.78,2023-05-29,2028-06-10,,53939.098,Employed,30458.85,665,Personal,Secured,0.11,51,"793 Williams Fords, North Robertafort, WV 63388",Matthewston,FM,88210,USA,whansen@example.net,(811)817-1652,Divorced,4,Bachelor,"Bush, Cook and Cortez",Industrial buyer,19
1312,Mrs. Melissa Mcguire,58,Male,69167.66,2024-03-07,2026-10-19,"2026-10-191 day, 0:00:00",76776.1,Employed,61328.54,591,Business,Unsecured,0.11,31,"410 Duncan Island Apt. 463, Lake Danielborough, MO 61839",East Angelaton,NY,15845,USA,michael51@example.com,+1-957-234-1534x871,Single,0,Master,"Caldwell, Reed and Jones",Magazine features editor,8
1313,Cody Sloan,19,Female,88719.99,2023-12-09,2027-11-13,,104689.586,Self-employed,67113.42,690,Education,Unsecured,0.18,44,"842 Coleman Loaf Apt. 263, East Edwardville, OR 97831",Port Russell,MN,03917,USA,sanderson@example.org,+1-546-693-9922x34765,Widowed,4,Doctorate,Wright PLC,Occupational therapist,7
1314,Michelle Brown,28,Female,33979.11,2023-09-23,2025-11-23,"2025-11-23-23 days, 0:00:00",38396.395,Self-employed,89080.78,812,Personal,Unsecured,0.13,20,"81786 Raymond Parkways Suite 578, Lauraborough, ME 93388",Aliciaview,NH,89363,USA,ffigueroa@example.net,383-962-6348,Married,1,Bachelor,"Jones, Daniels and Melton",Chief Executive Officer,7
1315,Benjamin Green,49,Female,35955.11,2023-04-23,2028-02-11,,39550.62,Employed,38430.46,830,Home,Secured,0.1,47,"354 Donald Ferry Suite 397, Stoneborough, KS 81454",South Mary,WA,72177,USA,mcclainjohn@example.net,845.430.6986x14582,Divorced,2,Master,"Morrison, Smith and Sanders",Plant breeder/geneticist,5
1316,Cody Lucero,28,Female,39905.85,2024-01-28,2027-10-14,"2027-10-1426 days, 0:00:00",43896.434,Employed,30039.02,648,Business,Unsecured,0.1,43,"USS Hanna, FPO AA 73105",Port Dustin,UT,88028,USA,davisderrick@example.com,5756002875,Married,0,Bachelor,Brandt-Hunt,Police officer,20
1317,Dana Stein,58,Male,17863.34,2024-02-01,2027-05-17,,20364.207,Self-employed,62149.28,567,Personal,Unsecured,0.14,38,"5200 Gillespie Estate, Nicholastown, MD 24293",Jasonfort,KS,57755,USA,hudsonmatthew@example.net,(262)486-5545x3068,Married,0,High School,"Harris, Rivers and Jefferson",Transport planner,9
1318,Kevin Brown,39,Male,34027.73,2023-09-01,2026-03-23,"2026-03-2312 days, 0:00:00",39812.445,Unemployed,25467.09,561,Business,Secured,0.17,24,"540 Ryan Park Apt. 316, Trevinoborough, IA 59053",Shawnshire,KS,30401,USA,paula03@example.net,001-723-872-7973,Widowed,2,Doctorate,"Horton, Schaefer and Lewis",Mudlogger,8
1319,Dennis Williams,28,Male,18718.89,2024-01-17,2026-10-19,"2026-10-19-10 days, 0:00:00",21526.723,Unemployed,90903.98,617,Education,Unsecured,0.15,31,"34967 Cole Terrace Apt. 134, Christopherside, AS 03474",Port Ashley,OK,50256,USA,cheryl34@example.org,333.245.9391x168,Married,5,High School,"West, Jones and Levy","Engineer, maintenance",7
1320,Richard Bryan,39,Female,84605.57,2024-01-08,2028-12-07,"2028-12-07-22 days, 0:00:00",97296.41,Employed,95046.56,762,Education,Secured,0.15,57,"639 Anthony Path, New Brianna, RI 70664",Destinyborough,OR,60442,USA,lsingh@example.net,969.551.6940x034,Married,5,Master,Brown Ltd,Passenger transport manager,13
1321,Terry Thompson,42,Female,73271.53,2024-03-08,2025-12-23,,81331.4,Employed,47885.16,521,Personal,Secured,0.11,21,"716 Simpson Falls Apt. 941, Samuelland, MS 15816",Willisberg,LA,42769,USA,alicecole@example.com,3335296611,Married,1,Bachelor,Beltran-Robinson,Health physicist,0
1322,Monica Rios,26,Female,28899.94,2023-11-17,2027-12-13,"2027-12-13-26 days, 0:00:00",34679.93,Unemployed,87932.33,838,Business,Unsecured,0.2,45,"779 Michael Field, New Brianna, ND 12331",Reginaldville,MA,54270,USA,leroynelson@example.org,(856)380-1642x64154,Married,4,Master,Richardson-Jones,"Therapist, sports",7
1323,Alexander Castillo,29,Female,69750.75,2023-10-03,2026-11-18,,81608.375,Employed,32598.0,800,Education,Unsecured,0.17,32,"038 Steven Ridges Apt. 502, Port Anthonyton, HI 80646",Marshallhaven,TX,45789,USA,ysoto@example.com,246-365-7539x4032,Divorced,1,Master,Brown and Sons,Social worker,0
1324,Julie Welch,41,Female,68623.91,2023-12-22,2028-03-12,,78231.26,Unemployed,85319.21,740,Home,Unsecured,0.14,48,"712 Acosta Harbors Apt. 966, Joshuabury, OK 48838",Dennisborough,WI,25347,USA,lewisderek@example.com,(734)892-6403x45945,Widowed,3,Bachelor,Myers Group,"Administrator, charities/voluntary organisations",16
1325,Mitchell Bradley,43,Male,8522.43,2023-05-27,2026-08-20,,9545.122,Unemployed,73882.89,692,Business,Secured,0.12,29,"116 Fuller Passage Suite 586, Heatherburgh, MH 86651",West Gabrielle,HI,90038,USA,kendranolan@example.org,+1-637-908-2228x93727,Widowed,5,Doctorate,"Santos, Duffy and Miller",Chiropodist,5
1326,Tamara Cook,41,Male,8855.16,2023-07-28,2025-08-25,"2025-08-25-25 days, 0:00:00",10360.537,Employed,64692.13,774,Education,Secured,0.17,17,"89784 Smith Villages Apt. 522, Matthewchester, NE 08046",New Barbara,MO,82868,USA,kyle50@example.com,(247)377-2618x03701,Single,1,Master,Morris Ltd,"Horticulturist, commercial",9
1327,Jermaine Montes,21,Female,6301.73,2023-08-01,2029-03-07,"2029-03-07-23 days, 0:00:00",6994.9204,Employed,41865.87,639,Education,Secured,0.11,60,"6371 Smith Creek Apt. 912, Troyshire, WV 55291",Mcleanville,NC,85116,USA,efernandez@example.com,879.635.3085x30499,Widowed,1,Doctorate,Calderon and Sons,"Doctor, hospital",10
1328,Sarah Townsend,56,Male,64254.13,2024-02-19,2027-09-14,"2027-09-14-8 days, 0:00:00",76462.414,Self-employed,56551.05,543,Education,Secured,0.19,42,"60585 John Mill, North Roberto, HI 01927",Jamesbury,TN,15298,USA,jorge01@example.net,001-594-538-7739x3976,Married,4,Doctorate,Alvarado-Lopez,Information systems manager,11
1329,Elizabeth Barnes,30,Female,31784.73,2024-01-10,2025-04-27,"2025-04-27-25 days, 0:00:00",36234.594,Self-employed,35478.19,846,Home,Unsecured,0.14,13,"36170 Rodriguez Hill Suite 593, Andersonfort, AK 38868",Jessicachester,MP,37085,USA,clarkrobert@example.net,788-739-2082x8021,Widowed,1,Doctorate,Blair-Holland,Corporate treasurer,1
1330,Phyllis Guzman,27,Male,20018.33,2024-02-18,2026-12-18,"2026-12-1815 days, 0:00:00",22220.346,Self-employed,48534.84,794,Business,Unsecured,0.11,33,"963 Garrett Island, Emilyville, AR 16548",Lake Samanthaport,CO,14593,USA,connie65@example.com,215-774-9549x3496,Divorced,0,Doctorate,"Malone, Decker and Welch",Company secretary,19
1331,Stephanie Levine,34,Female,18745.04,2023-09-25,2027-05-17,"2027-05-17-5 days, 0:00:00",20994.445,Employed,30247.92,746,Personal,Secured,0.12,38,"82735 Guzman Plains Apt. 417, Port John, GA 81341",Guerraberg,MP,04508,USA,malloryharris@example.com,001-288-971-6599x3484,Widowed,1,Master,Salazar Inc,Private music teacher,15
1332,Anthony Good,32,Female,60197.45,2024-02-23,2026-05-22,"2026-05-22-2 days, 0:00:00",68023.12,Employed,40230.59,689,Personal,Secured,0.13,26,"46556 Li Views, Williamsbury, UT 72366",Lake Ryanview,NH,19838,USA,lorimann@example.com,454.381.4423,Single,1,High School,Smith Group,Psychiatric nurse,20
1333,Jesus Alexander,27,Male,14937.74,2023-10-18,2027-02-16,"2027-02-168 days, 0:00:00",16580.89,Self-employed,86960.72,671,Home,Secured,0.11,35,"8654 Christopher Extensions Apt. 848, Carrollhaven, NM 13470",New Joshua,TN,59734,USA,crystalramirez@example.com,318-322-3647,Divorced,2,Bachelor,Daniels and Sons,Minerals surveyor,4
1334,Jordan Parker,38,Female,91807.52,2023-07-10,2028-05-11,"2028-05-1124 days, 0:00:00",101906.34,Self-employed,76111.16,712,Personal,Secured,0.11,50,"4584 Curtis Hill Suite 036, Nicolestad, UT 37572",West Kevinstad,ID,61679,USA,ptorres@example.com,(937)814-8419,Married,4,Master,"Murphy, Buck and Short",Music tutor,8
1335,Kaitlin Singh,25,Female,66174.1,2023-04-12,2028-12-07,,78747.18,Unemployed,61494.69,844,Business,Secured,0.19,57,"701 Howard Lake, Johnborough, MN 47452",Sandraburgh,DE,00722,USA,omoore@example.com,488.834.1007x0789,Single,3,Master,Rogers-Butler,"Geologist, engineering",20
1336,James Herman,25,Male,11311.96,2023-05-06,2027-03-18,"2027-03-1827 days, 0:00:00",12556.275,Unemployed,35730.22,526,Personal,Secured,0.11,36,"11735 Kelly Forge Suite 541, New Bridgetstad, MS 33368",Kingstad,GU,08398,USA,poolekelly@example.net,362.843.8934,Widowed,5,Doctorate,Soto-Duncan,"Producer, radio",17
1337,Elizabeth Chambers,39,Male,7234.95,2023-12-17,2026-12-18,"2026-12-1829 days, 0:00:00",8609.591,Employed,21367.12,563,Personal,Unsecured,0.19,33,"16119 Brown Creek Suite 079, North Timothyport, CA 94831",East Melaniebury,VI,24357,USA,yolandacook@example.net,+1-531-729-0802x0364,Divorced,1,Doctorate,"Nelson, Warner and Horne",Transport planner,8
1338,Debbie May,22,Female,91482.18,2024-03-14,2026-05-22,"2026-05-22-19 days, 0:00:00",102460.04,Self-employed,23816.79,665,Personal,Secured,0.12,26,"120 Jesse Corners Apt. 699, Port Karen, MD 61315",Lisashire,ID,97245,USA,becknicole@example.org,001-420-282-1671x119,Widowed,2,Master,"Morales, Baker and Richards",Catering manager,10
1339,Tyrone Clark,52,Female,96262.84,2023-08-29,2025-08-25,"2025-08-25-7 days, 0:00:00",114552.78,Unemployed,63063.42,679,Business,Secured,0.19,17,"760 Anderson Run Apt. 131, West April, MO 48855",Mcdonaldmouth,TN,74127,USA,sean48@example.com,001-950-412-8993x5414,Single,4,High School,Cobb-Simmons,"Civil engineer, contracting",13
1340,Eric Solis,45,Female,51075.31,2023-04-24,2025-11-23,,58736.605,Self-employed,54109.87,720,Home,Unsecured,0.15,20,"9649 Raymond Club, Gonzalezmouth, TX 07142",Edwardstown,AR,89243,USA,masonfrank@example.org,3789208882,Divorced,1,High School,"Long, Rice and Ellis",Health promotion specialist,18
1341,Miranda Miles,35,Male,82723.25,2024-01-23,2028-09-08,"2028-09-0810 days, 0:00:00",99267.9,Self-employed,33687.06,799,Business,Unsecured,0.2,54,"36168 Joe Harbor, Coxfurt, MO 10782",Wardland,NC,98609,USA,wpayne@example.org,+1-565-658-9770,Divorced,3,High School,Kaiser-Taylor,"Programme researcher, broadcasting/film/video",9
1342,Angela Martinez,28,Female,60204.32,2023-08-16,2026-09-19,"2026-09-19-25 days, 0:00:00",67428.836,Unemployed,70151.17,744,Education,Secured,0.12,30,"1683 Moyer Ridge, West Christinastad, WI 66795",New Robertview,LA,54950,USA,smithsherri@example.com,729-403-8790x9484,Married,5,Master,"Smith, Frederick and Vasquez","Buyer, retail",15
1343,Angela Moran,28,Male,84990.13,2024-01-07,2026-12-18,"2026-12-185 days, 0:00:00",98588.555,Self-employed,42497.07,556,Personal,Secured,0.16,33,"95658 Brittany Points, West Patrick, MO 76905",Lake Amandaville,TX,34875,USA,bellbrian@example.net,001-361-953-0229,Divorced,3,Bachelor,Thomas-Horton,Learning mentor,16
